sample Items	X0	X1		out		list0			list1			list2			list3			list4			list5			list6			list7			list8		
59331	-89	-354	==>	1						-89	-354																					
59332	-855	170	==>	3												-855	170															
59333	319	589	==>	2									319	589																		
59334	561	869	==>	3												561	869															
59335	33	389	==>	1						33	389																					
59336	-252	862	==>	3												-252	862															
59337	-734	708	==>	3												-734	708															
59338	793	952	==>	3												793	952															
59339	458	-81	==>	1						458	-81																					
59340	-842	-492	==>	3												-842	-492															
59341	125	-162	==>	0			125	-162																								
59342	265	-303	==>	1						265	-303																					
59343	562	-598	==>	3												562	-598															
59344	38	373	==>	1						38	373																					
59345	102	-639	==>	2									102	-639																		
59346	-565	938	==>	3												-565	938															
59347	-982	-848	==>	3												-982	-848															
59348	406	-949	==>	3												406	-949															
59349	334	-274	==>	1						334	-274																					
59350	320	558	==>	2									320	558																		
59351	491	-562	==>	2									491	-562																		
59352	-185	-228	==>	1						-185	-228																					
59353	335	-262	==>	1						335	-262																					
59354	954	-498	==>	3												954	-498															
59355	954	-260	==>	3												954	-260															
59356	131	-156	==>	0			131	-156																								
59357	366	-965	==>	3												366	-965															
59358	-714	928	==>	3												-714	928															
59359	146	175	==>	0			146	175																								
59360	-725	-124	==>	2									-725	-124																		
59361	928	706	==>	3												928	706															
59362	-690	717	==>	3												-690	717															
59363	-576	-338	==>	2									-576	-338																		
59364	911	484	==>	3												911	484															
59365	-154	483	==>	2									-154	483																		
59366	186	-827	==>	3												186	-827															
59367	-627	-729	==>	3												-627	-729															
59368	308	283	==>	1						308	283																					
59369	-201	686	==>	2									-201	686																		
59370	-14	-712	==>	2									-14	-712																		
59371	990	497	==>	3												990	497															
59372	373	-426	==>	2									373	-426																		
59373	-751	-741	==>	3												-751	-741															
59374	-924	-490	==>	3												-924	-490															
59375	-594	462	==>	3												-594	462															
59376	63	604	==>	2									63	604																		
59377	-545	263	==>	2									-545	263																		
59378	491	-226	==>	2									491	-226																		
59379	-225	382	==>	1						-225	382																					
59380	538	-185	==>	2									538	-185																		
59381	-904	328	==>	3												-904	328															
59382	-122	-324	==>	1						-122	-324																					
59383	-803	-687	==>	3												-803	-687															
59384	-500	-144	==>	2									-500	-144																		
59385	-874	203	==>	3												-874	203															
59386	489	-84	==>	1						489	-84																					
59387	-846	897	==>	3												-846	897															
59388	669	111	==>	2									669	111																		
59389	-336	538	==>	2									-336	538																		
59390	-684	241	==>	2									-684	241																		
59391	844	-339	==>	3												844	-339															
59392	-460	-735	==>	3												-460	-735															
59393	900	849	==>	3												900	849															
59394	-925	-57	==>	3												-925	-57															
59395	-533	-833	==>	3												-533	-833															
59396	622	-336	==>	2									622	-336																		
59397	333	280	==>	1						333	280																					
59398	177	-864	==>	3												177	-864															
59399	876	152	==>	3												876	152															
59400	254	-342	==>	1						254	-342																					
59401	-210	491	==>	2									-210	491																		
59402	-303	-115	==>	1						-303	-115																					
59403	507	-405	==>	2									507	-405																		
59404	474	-281	==>	2									474	-281																		
59405	-351	454	==>	2									-351	454																		
59406	673	104	==>	2									673	104																		
59407	653	-882	==>	3												653	-882															
59408	299	-512	==>	2									299	-512																		
59409	-219	406	==>	1						-219	406																					
59410	217	-758	==>	3												217	-758															
59411	-417	680	==>	3												-417	680															
59412	-908	14	==>	3												-908	14															
59413	242	484	==>	2									242	484																		
59414	-719	801	==>	3												-719	801															
59415	-195	-109	==>	0			-195	-109																								
59416	-322	-215	==>	1						-322	-215																					
59417	56	445	==>	1						56	445																					
59418	260	-132	==>	1						260	-132																					
59419	512	-814	==>	3												512	-814															
59420	619	-334	==>	2									619	-334																		
59421	-679	496	==>	3												-679	496															
59422	878	-247	==>	3												878	-247															
59423	990	-310	==>	3												990	-310															
59424	-42	-952	==>	3												-42	-952															
59425	186	-788	==>	3												186	-788															
59426	61	928	==>	3												61	928															
59427	-392	-975	==>	3												-392	-975															
59428	-671	-658	==>	3												-671	-658															
59429	-842	988	==>	3												-842	988															
59430	20	377	==>	1						20	377																					
59431	552	-638	==>	3												552	-638															
59432	684	-311	==>	3												684	-311															
59433	271	512	==>	2									271	512																		
59434	245	999	==>	3												245	999															
59435	673	568	==>	3												673	568															
59436	-606	498	==>	3												-606	498															
59437	801	-293	==>	3												801	-293															
59438	-139	374	==>	1						-139	374																					
59439	-725	185	==>	2									-725	185																		
59440	-56	213	==>	0			-56	213																								
59441	-142	-116	==>	0			-142	-116																								
59442	-187	88	==>	0			-187	88																								
59443	-148	-108	==>	0			-148	-108																								
59444	526	694	==>	3												526	694															
59445	207	182	==>	1						207	182																					
59446	-573	-251	==>	2									-573	-251																		
59447	952	-305	==>	3												952	-305															
59448	429	886	==>	3												429	886															
59449	-428	-520	==>	2									-428	-520																		
59450	352	592	==>	2									352	592																		
59451	-675	-628	==>	3												-675	-628															
59452	110	905	==>	3												110	905															
59453	652	604	==>	3												652	604															
59454	968	122	==>	3												968	122															
59455	103	490	==>	2									103	490																		
59456	-860	-172	==>	3												-860	-172															
59457	-672	948	==>	3												-672	948															
59458	881	-169	==>	3												881	-169															
59459	238	-722	==>	3												238	-722															
59460	-312	403	==>	2									-312	403																		
59461	951	360	==>	3												951	360															
59462	379	475	==>	2									379	475																		
59463	-766	-30	==>	3												-766	-30															
59464	-909	683	==>	3												-909	683															
59465	-469	-390	==>	2									-469	-390																		
59466	343	848	==>	3												343	848															
59467	-805	-49	==>	3												-805	-49															
59468	-111	-712	==>	2									-111	-712																		
59469	-563	476	==>	2									-563	476																		
59470	-601	819	==>	3												-601	819															
59471	-233	-344	==>	1						-233	-344																					
59472	-980	797	==>	3												-980	797															
59473	-790	50	==>	3												-790	50															
59474	-693	-550	==>	3												-693	-550															
59475	-48	687	==>	2									-48	687																		
59476	-732	938	==>	3												-732	938															
59477	173	-629	==>	2									173	-629																		
59478	-826	294	==>	3												-826	294															
59479	883	-791	==>	3												883	-791															
59480	-127	-334	==>	1						-127	-334																					
59481	941	-66	==>	3												941	-66															
59482	-679	932	==>	3												-679	932															
59483	274	-602	==>	2									274	-602																		
59484	876	972	==>	3												876	972															
59485	-629	-267	==>	2									-629	-267																		
59486	-669	-740	==>	3												-669	-740															
59487	522	-966	==>	3												522	-966															
59488	-699	-182	==>	2									-699	-182																		
59489	-307	-826	==>	3												-307	-826															
59490	-240	-446	==>	2									-240	-446																		
59491	142	-424	==>	1						142	-424																					
59492	-465	-301	==>	2									-465	-301																		
59493	306	187	==>	1						306	187																					
59494	739	616	==>	3												739	616															
59495	574	-481	==>	2									574	-481																		
59496	573	-224	==>	2									573	-224																		
59497	603	175	==>	2									603	175																		
59498	312	900	==>	3												312	900															
59499	950	313	==>	3												950	313															
59500	-109	-572	==>	2									-109	-572																		
59501	-540	259	==>	2									-540	259																		
59502	440	-882	==>	3												440	-882															
59503	670	-867	==>	3												670	-867															
59504	-493	862	==>	3												-493	862															
59505	615	-571	==>	3												615	-571															
59506	-884	72	==>	3												-884	72															
59507	-351	-304	==>	1						-351	-304																					
59508	-222	-209	==>	1						-222	-209																					
59509	574	470	==>	2									574	470																		
59510	990	-966	==>	3												990	-966															
59511	235	-262	==>	1						235	-262																					
59512	874	237	==>	3												874	237															
59513	-604	824	==>	3												-604	824															
59514	-317	125	==>	1						-317	125																					
59515	440	33	==>	1						440	33																					
59516	696	-166	==>	2									696	-166																		
59517	-423	-857	==>	3												-423	-857															
59518	958	-961	==>	3												958	-961															
59519	553	334	==>	2									553	334																		
59520	-596	51	==>	2									-596	51																		
59521	-961	-172	==>	3												-961	-172															
59522	-690	252	==>	2									-690	252																		
59523	494	-39	==>	1						494	-39																					
59524	312	-316	==>	1						312	-316																					
59525	-147	222	==>	1						-147	222																					
59526	-665	-405	==>	3												-665	-405															
59527	193	-920	==>	3												193	-920															
59528	622	59	==>	2									622	59																		
59529	-225	-932	==>	3												-225	-932															
59530	78	158	==>	0			78	158																								
59531	-783	-596	==>	3												-783	-596															
59532	942	-488	==>	3												942	-488															
59533	-831	-270	==>	3												-831	-270															
59534	178	-232	==>	1						178	-232																					
59535	130	608	==>	2									130	608																		
59536	-220	424	==>	1						-220	424																					
59537	-755	-275	==>	3												-755	-275															
59538	-734	-123	==>	2									-734	-123																		
59539	744	-413	==>	3												744	-413															
59540	-306	336	==>	1						-306	336																					
59541	-193	213	==>	1						-193	213																					
59542	951	-256	==>	3												951	-256															
59543	819	197	==>	3												819	197															
59544	335	319	==>	1						335	319																					
59545	-582	-791	==>	3												-582	-791															
59546	-870	227	==>	3												-870	227															
59547	-277	5	==>	1						-277	5																					
59548	90	-937	==>	3												90	-937															
59549	-234	921	==>	3												-234	921															
59550	-405	-629	==>	2									-405	-629																		
59551	968	-989	==>	3												968	-989															
59552	-334	738	==>	3												-334	738															
59553	-482	810	==>	3												-482	810															
59554	-247	-738	==>	3												-247	-738															
59555	78	515	==>	2									78	515																		
59556	-928	853	==>	3												-928	853															
59557	969	-526	==>	3												969	-526															
59558	866	598	==>	3												866	598															
59559	-686	-236	==>	2									-686	-236																		
59560	339	-549	==>	2									339	-549																		
59561	865	-107	==>	3												865	-107															
59562	747	92	==>	3												747	92															
59563	-342	-639	==>	2									-342	-639																		
59564	-593	876	==>	3												-593	876															
59565	-314	-44	==>	1						-314	-44																					
59566	-233	447	==>	2									-233	447																		
59567	-531	113	==>	2									-531	113																		
59568	-532	-111	==>	2									-532	-111																		
59569	229	682	==>	2									229	682																		
59570	175	826	==>	3												175	826															
59571	218	206	==>	1						218	206																					
59572	264	833	==>	3												264	833															
59573	-124	-197	==>	0			-124	-197																								
59574	739	-976	==>	3												739	-976															
59575	488	-107	==>	1						488	-107																					
59576	768	811	==>	3												768	811															
59577	668	886	==>	3												668	886															
59578	610	45	==>	2									610	45																		
59579	768	-703	==>	3												768	-703															
59580	-382	624	==>	2									-382	624																		
59581	469	-453	==>	2									469	-453																		
59582	237	914	==>	3												237	914															
59583	71	431	==>	1						71	431																					
59584	266	483	==>	2									266	483																		
59585	105	-723	==>	2									105	-723																		
59586	920	739	==>	3												920	739															
59587	-715	848	==>	3												-715	848															
59588	-745	-767	==>	3												-745	-767															
59589	285	-306	==>	1						285	-306																					
59590	-1	-795	==>	3												-1	-795															
59591	-15	-142	==>	0			-15	-142																								
59592	-785	689	==>	3												-785	689															
59593	163	-919	==>	3												163	-919															
59594	-537	916	==>	3												-537	916															
59595	-804	-850	==>	3												-804	-850															
59596	825	901	==>	3												825	901															
59597	-691	-390	==>	3												-691	-390															
59598	-817	440	==>	3												-817	440															
59599	832	-789	==>	3												832	-789															
59600	945	-729	==>	3												945	-729															
59601	-476	435	==>	2									-476	435																		
59602	655	57	==>	2									655	57																		
59603	657	-207	==>	2									657	-207																		
59604	-873	-65	==>	3												-873	-65															
59605	392	405	==>	2									392	405																		
59606	783	-139	==>	3												783	-139															
59607	-944	94	==>	3												-944	94															
59608	-138	649	==>	2									-138	649																		
59609	-15	485	==>	1						-15	485																					
59610	249	-363	==>	1						249	-363																					
59611	694	-579	==>	3												694	-579															
59612	-198	-338	==>	1						-198	-338																					
59613	183	-895	==>	3												183	-895															
59614	626	-420	==>	3												626	-420															
59615	-580	-786	==>	3												-580	-786															
59616	-580	712	==>	3												-580	712															
59617	-266	341	==>	1						-266	341																					
59618	-966	801	==>	3												-966	801															
59619	898	258	==>	3												898	258															
59620	-88	-682	==>	2									-88	-682																		
59621	-390	674	==>	3												-390	674															
59622	-998	-968	==>	3												-998	-968															
59623	-570	-312	==>	2									-570	-312																		
59624	-866	-737	==>	3												-866	-737															
59625	-85	667	==>	2									-85	667																		
59626	-670	888	==>	3												-670	888															
59627	278	125	==>	1						278	125																					
59628	-870	-644	==>	3												-870	-644															
59629	-57	975	==>	3												-57	975															
59630	10	-145	==>	0			10	-145																								
59631	329	-68	==>	1						329	-68																					
59632	625	979	==>	3												625	979															
59633	-876	296	==>	3												-876	296															
59634	339	-901	==>	3												339	-901															
59635	-173	-592	==>	2									-173	-592																		
59636	-472	-883	==>	3												-472	-883															
59637	-640	7	==>	2									-640	7																		
59638	-804	856	==>	3												-804	856															
59639	-412	-678	==>	3												-412	-678															
59640	-306	731	==>	3												-306	731															
59641	-970	-547	==>	3												-970	-547															
59642	129	239	==>	1						129	239																					
59643	576	361	==>	2									576	361																		
59644	417	-642	==>	3												417	-642															
59645	224	858	==>	3												224	858															
59646	-240	457	==>	2									-240	457																		
59647	-683	372	==>	3												-683	372															
59648	-693	814	==>	3												-693	814															
59649	165	727	==>	2									165	727																		
59650	-509	-393	==>	2									-509	-393																		
59651	93	-431	==>	1						93	-431																					
59652	486	-436	==>	2									486	-436																		
59653	-72	-616	==>	2									-72	-616																		
59654	539	-773	==>	3												539	-773															
59655	482	757	==>	3												482	757															
59656	17	-521	==>	2									17	-521																		
59657	-20	-132	==>	0			-20	-132																								
59658	274	-561	==>	2									274	-561																		
59659	612	820	==>	3												612	820															
59660	293	-814	==>	3												293	-814															
59661	-897	727	==>	3												-897	727															
59662	-204	761	==>	3												-204	761															
59663	-680	270	==>	2									-680	270																		
59664	881	243	==>	3												881	243															
59665	551	-817	==>	3												551	-817															
59666	37	-911	==>	3												37	-911															
59667	-471	-280	==>	2									-471	-280																		
59668	323	-968	==>	3												323	-968															
59669	390	-227	==>	1						390	-227																					
59670	837	568	==>	3												837	568															
59671	682	490	==>	3												682	490															
59672	385	-7	==>	1						385	-7																					
59673	-930	-800	==>	3												-930	-800															
59674	807	693	==>	3												807	693															
59675	-114	61	==>	0			-114	61																								
59676	-799	-715	==>	3												-799	-715															
59677	-128	-322	==>	1						-128	-322																					
59678	593	-972	==>	3												593	-972															
59679	-680	95	==>	2									-680	95																		
59680	144	-569	==>	2									144	-569																		
59681	-20	-449	==>	1						-20	-449																					
59682	-270	-727	==>	3												-270	-727															
59683	-346	-783	==>	3												-346	-783															
59684	29	819	==>	3												29	819															
59685	-523	-385	==>	2									-523	-385																		
59686	98	-591	==>	2									98	-591																		
59687	-418	-256	==>	1						-418	-256																					
59688	535	-314	==>	2									535	-314																		
59689	-178	-497	==>	2									-178	-497																		
59690	618	-393	==>	2									618	-393																		
59691	-921	-195	==>	3												-921	-195															
59692	-182	-622	==>	2									-182	-622																		
59693	-522	-854	==>	3												-522	-854															
59694	123	51	==>	0			123	51																								
59695	-89	611	==>	2									-89	611																		
59696	128	-529	==>	2									128	-529																		
59697	-630	839	==>	3												-630	839															
59698	168	773	==>	3												168	773															
59699	742	145	==>	3												742	145															
59700	757	-845	==>	3												757	-845															
59701	704	-309	==>	3												704	-309															
59702	960	810	==>	3												960	810															
59703	191	475	==>	2									191	475																		
59704	15	116	==>	0			15	116																								
59705	-234	-42	==>	0			-234	-42																								
59706	799	237	==>	3												799	237															
59707	-299	72	==>	1						-299	72																					
59708	281	977	==>	3												281	977															
59709	873	-743	==>	3												873	-743															
59710	909	377	==>	3												909	377															
59711	947	179	==>	3												947	179															
59712	892	-835	==>	3												892	-835															
59713	506	-34	==>	2									506	-34																		
59714	366	740	==>	3												366	740															
59715	756	889	==>	3												756	889															
59716	766	-28	==>	3												766	-28															
59717	-757	-96	==>	3												-757	-96															
59718	-89	371	==>	1						-89	371																					
59719	345	-632	==>	2									345	-632																		
59720	610	-237	==>	2									610	-237																		
59721	82	433	==>	1						82	433																					
59722	-926	825	==>	3												-926	825															
59723	-264	-387	==>	1						-264	-387																					
59724	889	876	==>	3												889	876															
59725	-985	906	==>	3												-985	906															
59726	-245	-560	==>	2									-245	-560																		
59727	-535	593	==>	3												-535	593															
59728	737	-539	==>	3												737	-539															
59729	749	185	==>	3												749	185															
59730	757	74	==>	3												757	74															
59731	840	566	==>	3												840	566															
59732	471	-646	==>	3												471	-646															
59733	-518	-290	==>	2									-518	-290																		
59734	853	574	==>	3												853	574															
59735	-73	192	==>	0			-73	192																								
59736	-513	821	==>	3												-513	821															
59737	-44	-863	==>	3												-44	-863															
59738	-986	-286	==>	3												-986	-286															
59739	-864	-876	==>	3												-864	-876															
59740	612	-774	==>	3												612	-774															
59741	509	465	==>	2									509	465																		
59742	-335	-795	==>	3												-335	-795															
59743	543	29	==>	2									543	29																		
59744	-229	228	==>	1						-229	228																					
59745	326	-910	==>	3												326	-910															
59746	-379	-224	==>	1						-379	-224																					
59747	-602	-978	==>	3												-602	-978															
59748	964	-129	==>	3												964	-129															
59749	-967	474	==>	3												-967	474															
59750	-106	869	==>	3												-106	869															
59751	429	308	==>	2									429	308																		
59752	-304	841	==>	3												-304	841															
59753	226	-952	==>	3												226	-952															
59754	-823	-651	==>	3												-823	-651															
59755	-105	814	==>	3												-105	814															
59756	227	-546	==>	2									227	-546																		
59757	-813	291	==>	3												-813	291															
59758	-940	173	==>	3												-940	173															
59759	873	172	==>	3												873	172															
59760	-875	-948	==>	3												-875	-948															
59761	253	963	==>	3												253	963															
59762	-561	167	==>	2									-561	167																		
59763	16	-384	==>	1						16	-384																					
59764	711	673	==>	3												711	673															
59765	-58	250	==>	1						-58	250																					
59766	985	-758	==>	3												985	-758															
59767	958	945	==>	3												958	945															
59768	97	653	==>	2									97	653																		
59769	517	187	==>	2									517	187																		
59770	-33	-858	==>	3												-33	-858															
59771	838	-802	==>	3												838	-802															
59772	752	780	==>	3												752	780															
59773	96	-217	==>	0			96	-217																								
59774	-575	-618	==>	3												-575	-618															
59775	-376	658	==>	3												-376	658															
59776	172	-345	==>	1						172	-345																					
59777	-16	428	==>	1						-16	428																					
59778	-676	887	==>	3												-676	887															
59779	755	-344	==>	3												755	-344															
59780	850	187	==>	3												850	187															
59781	-522	-137	==>	2									-522	-137																		
59782	-503	129	==>	2									-503	129																		
59783	-550	497	==>	2									-550	497																		
59784	928	-769	==>	3												928	-769															
59785	-675	-223	==>	2									-675	-223																		
59786	422	608	==>	2									422	608																		
59787	-384	-841	==>	3												-384	-841															
59788	586	487	==>	3												586	487															
59789	-491	758	==>	3												-491	758															
59790	-769	-816	==>	3												-769	-816															
59791	713	987	==>	3												713	987															
59792	879	-957	==>	3												879	-957															
59793	621	-339	==>	2									621	-339																		
59794	-193	543	==>	2									-193	543																		
59795	-357	-38	==>	1						-357	-38																					
59796	-885	981	==>	3												-885	981															
59797	-303	-740	==>	3												-303	-740															
59798	215	587	==>	2									215	587																		
59799	-118	437	==>	1						-118	437																					
59800	-468	-313	==>	2									-468	-313																		
59801	-498	-268	==>	2									-498	-268																		
59802	-217	581	==>	2									-217	581																		
59803	709	238	==>	2									709	238																		
59804	-775	-785	==>	3												-775	-785															
59805	129	79	==>	0			129	79																								
59806	-421	821	==>	3												-421	821															
59807	533	255	==>	2									533	255																		
59808	-117	-775	==>	3												-117	-775															
59809	845	744	==>	3												845	744															
59810	481	-158	==>	2									481	-158																		
59811	396	872	==>	3												396	872															
59812	-524	-231	==>	2									-524	-231																		
59813	-45	-921	==>	3												-45	-921															
59814	-226	122	==>	1						-226	122																					
59815	-153	616	==>	2									-153	616																		
59816	194	847	==>	3												194	847															
59817	413	-127	==>	1						413	-127																					
59818	348	-356	==>	1						348	-356																					
59819	994	-432	==>	3												994	-432															
59820	-884	-686	==>	3												-884	-686															
59821	-899	590	==>	3												-899	590															
59822	-579	931	==>	3												-579	931															
59823	-908	-577	==>	3												-908	-577															
59824	-802	-942	==>	3												-802	-942															
59825	-584	453	==>	2									-584	453																		
59826	-504	380	==>	2									-504	380																		
59827	-85	236	==>	1						-85	236																					
59828	145	-245	==>	1						145	-245																					
59829	-33	726	==>	2									-33	726																		
59830	225	-790	==>	3												225	-790															
59831	549	755	==>	3												549	755															
59832	-911	465	==>	3												-911	465															
59833	570	790	==>	3												570	790															
59834	193	-732	==>	3												193	-732															
59835	-174	-203	==>	1						-174	-203																					
59836	589	-721	==>	3												589	-721															
59837	-860	-168	==>	3												-860	-168															
59838	691	610	==>	3												691	610															
59839	6	616	==>	2									6	616																		
59840	-489	-28	==>	1						-489	-28																					
59841	669	331	==>	2									669	331																		
59842	-291	-851	==>	3												-291	-851															
59843	-72	282	==>	1						-72	282																					
59844	-503	-495	==>	2									-503	-495																		
59845	-903	-911	==>	3												-903	-911															
59846	-180	-358	==>	1						-180	-358																					
59847	453	167	==>	1						453	167																					
59848	-232	-782	==>	3												-232	-782															
59849	564	549	==>	3												564	549															
59850	-333	-113	==>	1						-333	-113																					
59851	521	-561	==>	3												521	-561															
59852	571	-687	==>	3												571	-687															
59853	262	-322	==>	1						262	-322																					
59854	390	701	==>	3												390	701															
59855	154	-527	==>	2									154	-527																		
59856	886	-105	==>	3												886	-105															
59857	592	-172	==>	2									592	-172																		
59858	532	814	==>	3												532	814															
59859	205	-894	==>	3												205	-894															
59860	225	860	==>	3												225	860															
59861	-68	-184	==>	0			-68	-184																								
59862	-124	-685	==>	2									-124	-685																		
59863	-794	815	==>	3												-794	815															
59864	455	-506	==>	2									455	-506																		
59865	-224	-13	==>	0			-224	-13																								
59866	-678	44	==>	2									-678	44																		
59867	874	602	==>	3												874	602															
59868	-203	546	==>	2									-203	546																		
59869	-376	-872	==>	3												-376	-872															
59870	-280	-984	==>	3												-280	-984															
59871	382	362	==>	2									382	362																		
59872	843	109	==>	3												843	109															
59873	391	733	==>	3												391	733															
59874	443	573	==>	2									443	573																		
59875	132	-34	==>	0			132	-34																								
59876	-33	241	==>	0			-33	241																								
59877	-506	-746	==>	3												-506	-746															
59878	691	-125	==>	2									691	-125																		
59879	494	260	==>	2									494	260																		
59880	-34	-174	==>	0			-34	-174																								
59881	-759	628	==>	3												-759	628															
59882	-88	-406	==>	1						-88	-406																					
59883	-140	-305	==>	1						-140	-305																					
59884	456	-962	==>	3												456	-962															
59885	-317	-913	==>	3												-317	-913															
59886	-273	-182	==>	1						-273	-182																					
59887	9	-831	==>	3												9	-831															
59888	711	-822	==>	3												711	-822															
59889	-288	-472	==>	2									-288	-472																		
59890	-666	160	==>	2									-666	160																		
59891	706	418	==>	3												706	418															
59892	-183	559	==>	2									-183	559																		
59893	27	-700	==>	2									27	-700																		
59894	848	-929	==>	3												848	-929															
59895	838	-75	==>	3												838	-75															
59896	-643	-329	==>	2									-643	-329																		
59897	780	339	==>	3												780	339															
59898	-746	930	==>	3												-746	930															
59899	930	638	==>	3												930	638															
59900	978	984	==>	3												978	984															
59901	898	-770	==>	3												898	-770															
59902	-339	340	==>	1						-339	340																					
59903	-817	-709	==>	3												-817	-709															
59904	-726	237	==>	3												-726	237															
59905	202	-539	==>	2									202	-539																		
59906	-701	625	==>	3												-701	625															
59907	970	-34	==>	3												970	-34															
59908	-105	-348	==>	1						-105	-348																					
59909	-222	973	==>	3												-222	973															
59910	-518	-384	==>	2									-518	-384																		
59911	801	-817	==>	3												801	-817															
59912	278	-587	==>	2									278	-587																		
59913	-914	-677	==>	3												-914	-677															
59914	-202	979	==>	3												-202	979															
59915	717	-699	==>	3												717	-699															
59916	-827	-918	==>	3												-827	-918															
59917	-692	706	==>	3												-692	706															
59918	189	-867	==>	3												189	-867															
59919	17	72	==>	0			17	72																								
59920	693	136	==>	2									693	136																		
59921	-53	-311	==>	1						-53	-311																					
59922	710	770	==>	3												710	770															
59923	792	-373	==>	3												792	-373															
59924	-656	-498	==>	3												-656	-498															
59925	-567	-11	==>	2									-567	-11																		
59926	4	682	==>	2									4	682																		
59927	-659	566	==>	3												-659	566															
59928	-948	-69	==>	3												-948	-69															
59929	-364	903	==>	3												-364	903															
59930	-239	-13	==>	0			-239	-13																								
59931	681	-152	==>	2									681	-152																		
59932	-914	950	==>	3												-914	950															
59933	243	222	==>	1						243	222																					
59934	257	65	==>	1						257	65																					
59935	-467	-410	==>	2									-467	-410																		
59936	-197	-999	==>	3												-197	-999															
59937	-963	60	==>	3												-963	60															
59938	497	285	==>	2									497	285																		
59939	441	-851	==>	3												441	-851															
59940	-451	584	==>	2									-451	584																		
59941	-673	-390	==>	3												-673	-390															
59942	31	836	==>	3												31	836															
59943	-969	-738	==>	3												-969	-738															
59944	590	679	==>	3												590	679															
59945	-437	-115	==>	1						-437	-115																					
59946	427	300	==>	2									427	300																		
59947	-457	-821	==>	3												-457	-821															
59948	-993	-431	==>	3												-993	-431															
59949	-172	388	==>	1						-172	388																					
59950	-636	755	==>	3												-636	755															
59951	-499	216	==>	2									-499	216																		
59952	814	747	==>	3												814	747															
59953	428	406	==>	2									428	406																		
59954	-918	-608	==>	3												-918	-608															
59955	-557	578	==>	3												-557	578															
59956	484	-50	==>	1						484	-50																					
59957	585	-990	==>	3												585	-990															
59958	-190	-467	==>	2									-190	-467																		
59959	486	47	==>	1						486	47																					
59960	50	389	==>	1						50	389																					
59961	3	-517	==>	2									3	-517																		
59962	-288	-767	==>	3												-288	-767															
59963	420	567	==>	2									420	567																		
59964	-537	410	==>	2									-537	410																		
59965	-595	-630	==>	3												-595	-630															
59966	-712	495	==>	3												-712	495															
59967	-617	272	==>	2									-617	272																		
59968	610	-213	==>	2									610	-213																		
59969	-131	-747	==>	3												-131	-747															
59970	654	847	==>	3												654	847															
59971	-280	339	==>	1						-280	339																					
59972	-415	-73	==>	1						-415	-73																					
59973	769	130	==>	3												769	130															
59974	218	-454	==>	2									218	-454																		
59975	-417	783	==>	3												-417	783															
59976	-391	-64	==>	1						-391	-64																					
59977	529	744	==>	3												529	744															
59978	946	201	==>	3												946	201															
59979	-742	725	==>	3												-742	725															
59980	361	-909	==>	3												361	-909															
59981	-460	-761	==>	3												-460	-761															
59982	11	755	==>	3												11	755															
59983	607	377	==>	2									607	377																		
59984	-119	-543	==>	2									-119	-543																		
59985	326	246	==>	1						326	246																					
59986	471	-56	==>	1						471	-56																					
59987	458	725	==>	3												458	725															
59988	-339	986	==>	3												-339	986															
59989	663	388	==>	3												663	388															
59990	-445	-602	==>	2									-445	-602																		
59991	948	64	==>	3												948	64															
59992	471	335	==>	2									471	335																		
59993	-65	701	==>	2									-65	701																		
59994	-337	726	==>	3												-337	726															
59995	-385	-43	==>	1						-385	-43																					
59996	-152	937	==>	3												-152	937															
59997	448	-26	==>	1						448	-26																					
59998	927	-889	==>	3												927	-889															
59999	-140	-473	==>	1						-140	-473																					


objective Items
0	-872	21	==>	7																								-872	21			
1	-364	156	==>	5																		-364	156									
2	-10	77	==>	4															-10	77												
3	806	-811	==>	7																								806	-811			
4	625	527	==>	7																								625	527			
5	700	-458	==>	7																								700	-458			
6	315	-285	==>	5																		315	-285									
7	115	-357	==>	5																		115	-357									
8	434	314	==>	6																					434	314						
9	-550	291	==>	6																					-550	291						
10	457	508	==>	6																					457	508						
11	310	864	==>	7																								310	864			
12	739	203	==>	7																								739	203			
13	-433	-892	==>	7																								-433	-892			
14	-715	454	==>	7																								-715	454			
15	-558	587	==>	7																								-558	587			
16	-126	671	==>	6																					-126	671						
17	-795	-695	==>	7																								-795	-695			
18	515	391	==>	6																					515	391						
19	389	-87	==>	5																		389	-87									
20	-664	871	==>	7																								-664	871			
21	104	467	==>	5																		104	467									
22	-723	874	==>	7																								-723	874			
23	150	-858	==>	7																								150	-858			
24	-35	311	==>	5																		-35	311									
25	-906	792	==>	7																								-906	792			
26	128	-296	==>	5																		128	-296									
27	560	-433	==>	6																					560	-433						
28	16	-716	==>	6																					16	-716						
29	-877	80	==>	7																								-877	80			
30	-258	999	==>	7																								-258	999			
31	482	367	==>	6																					482	367						
32	317	308	==>	5																		317	308									
33	-690	708	==>	7																								-690	708			
34	337	916	==>	7																								337	916			
35	-340	-616	==>	6																					-340	-616						
36	-674	56	==>	6																					-674	56						
37	535	382	==>	6																					535	382						
38	200	-646	==>	6																					200	-646						
39	243	-656	==>	6																					243	-656						
40	-659	907	==>	7																								-659	907			
41	966	-613	==>	7																								966	-613			
42	889	652	==>	7																								889	652			
43	407	-655	==>	7																								407	-655			
44	896	-931	==>	7																								896	-931			
45	207	-115	==>	4															207	-115												
46	377	707	==>	7																								377	707			
47	152	-376	==>	5																		152	-376									
48	814	-809	==>	7																								814	-809			
